352,release,AnyHand
353,move,crate2,1.4955246,-2.185703,1.37899,-0.020010618,8.499434E-4,17.452059
354,move,crate2,1.4955246,-2.185703,1.2736545,-0.020010618,8.499434E-4,17.452059
355,move,crate1,1.4519682,-2.1699662,0.7417604,1.3529314,-0.446045,-16.988388
355,move,crate2,1.4944694,-2.1957862,1.2422737,1.8242692,0.8170418,17.76138
356,move,crate1,1.4530774,-2.1726584,0.7466956,0.059818175,-0.10974737,-17.327503
356,move,crate2,1.4907864,-2.2063398,1.2503134,1.0052558,0.8493597,19.06348
357,move,crate2,1.4867668,-2.2160404,1.2463995,-0.32837963,-0.42585233,20.63143
359,move,crate2,1.4799882,-2.2177646,1.2501863,-0.07385236,-0.2204606,21.487312
363,move,crate1,1.4510072,-2.1690633,0.7494494,0.042387005,-0.1610853,-17.929455
364,move,crate2,1.4750464,-2.2125347,1.2495751,-0.028523032,-0.15584691,20.943157
