238,grasp,AnyHand,crate1
240,move,crate3,1.4738827,-2.172307,0.25306645,-0.003980668,0.7132919,24.426691
242,move,crate2,-0.09307335,1.6054119,0.24986888,-0.010261571,0.013762034,14.640546
244,move,crate3,1.4806536,-2.1701221,0.24998173,0.08476302,-0.13056156,24.347904
247,move,crate2,-0.09863005,1.6083996,0.2495576,-4.051687E-4,0.097699136,15.173113
254,move,crate2,-0.10359878,1.6138437,0.24988243,-0.028999828,2.4951325E-4,15.717332
259,move,crate2,-0.106761195,1.6161102,0.2497077,-0.10400291,-0.0509641,16.28001
263,move,crate2,-0.11021251,1.6186382,0.24979874,0.0159622,0.014073477,16.800966
269,move,crate3,1.4792594,-2.1701,0.2501124,0.016645642,-0.06646638,24.861963
285,move,crate1,1.3990161,0.22769716,0.73578167,-0.010456591,-0.018816492,-9.31479
286,move,crate1,1.4100506,-0.26578093,0.86343217,-0.010456591,-0.018816492,-9.31479
287,move,crate1,1.4259236,-0.9757402,0.989907,-0.010456591,-0.018816492,-9.31479
288,move,crate1,1.4342029,-1.3461182,1.0400405,-0.010456591,-0.018816492,-9.31479
289,move,crate1,1.4388955,-1.5559919,1.040061,-0.010456591,-0.018816492,-9.31479
290,move,crate1,1.4437983,-1.7752528,1.0649829,-0.010456591,-0.018816492,-9.31479
299,move,crate2,-0.118307285,1.631319,0.25000027,-0.013029006,9.805261E-4,17.319452
300,move,crate1,1.4466274,-1.9017901,1.1547863,-0.010456591,-0.018816492,-9.31479
301,move,crate1,1.4483192,-1.97736,1.1593108,-0.010456591,-0.018816492,-9.31479
302,move,crate1,1.449734,-2.0406344,1.1781731,-0.010456591,-0.018816492,-9.31479
303,move,crate1,1.450866,-2.091265,1.1725745,-0.010456591,-0.018816492,-9.31479
305,move,crate1,1.4511511,-2.1039765,1.1187456,-0.010456591,-0.018816492,-9.31479
307,move,crate1,1.4525821,-2.1679785,1.0586529,-0.010456591,-0.018816492,-9.31479
