8,grasp,AnyHand,forklift
11,move,crate3,-1.5048993,1.5238581,0.24983954,-0.009337878,0.01443629,4.264121
13,move,crate1,1.4790463,1.498225,0.24951445,0.043608587,-0.004936617,-0.14490029
15,move,crate3,-1.5060656,1.5270257,0.2497435,-0.0030818253,0.049891032,4.9210277
17,move,crate3,-1.5078875,1.5304135,0.24976338,-0.0075387415,0.044634,5.5655923
18,move,crate2,-0.014120003,1.5213978,0.2499489,-0.021851486,-0.011806338,2.5017953
20,move,crate3,-1.5100641,1.5343218,0.24975827,-0.015182244,0.047680944,6.342953
21,move,crate1,1.4737477,1.4968663,0.25000805,0.0218418,-0.010086762,-0.66250855
23,move,crate3,-1.5123562,1.5379913,0.24975264,-0.020458613,0.04354557,7.1681576
25,move,crate3,-1.5144463,1.5415068,0.24979281,-0.18850356,-0.06141678,7.7107887
27,move,crate2,-0.016501956,1.5264766,0.24998163,-0.023735525,-0.014620209,3.030409
29,move,crate3,-1.5158098,1.5458443,0.24978995,0.0031780985,0.041251004,8.267515
32,move,crate3,-1.5189825,1.5541173,0.24976994,5.581066E-4,0.031975087,8.975681
34,move,crate2,-0.019993974,1.5300777,0.2495879,-0.080150425,0.03782372,3.6279063
36,move,crate3,-1.5219673,1.5621433,0.24978077,-0.0063558933,0.04330838,9.65487
39,move,crate3,-1.5245447,1.5668437,0.24978301,-0.018702203,0.036516793,10.408726
41,move,crate3,-1.5261496,1.5694449,0.24979989,-0.017186023,0.03718603,10.926822
43,move,crate1,1.4531591,1.4886273,0.24982607,0.012758749,-0.019478386,-0.10333566
43,move,crate3,-1.5278108,1.572034,0.24978793,-0.016156798,0.03983033,11.4658375
43,move,crate2,-0.021816302,1.5306036,0.24995331,-0.055444073,0.02556551,4.1595745
45,move,crate3,-1.5297964,1.5750296,0.24975781,0.0066263345,0.025161766,12.079931
47,move,crate3,-1.5313667,1.577481,0.24978246,-0.017215893,0.035505585,12.597015
50,move,crate2,-0.025507445,1.533686,0.24982817,-0.004333384,-0.015353644,4.7509317
53,move,crate3,-1.5333331,1.583612,0.24980967,-0.0028423946,0.041677136,13.445093
53,move,crate2,-0.027663093,1.5365636,0.24978235,0.005174726,0.048542477,5.2537365
56,move,crate2,-0.03184419,1.5397781,0.24987721,-0.004099123,0.020888902,5.993517
58,move,crate3,-1.536242,1.5890906,0.24979639,0.0010113462,0.03277707,14.205245
60,move,crate1,1.4351368,1.4885507,0.2499757,-0.0067135254,-0.012128911,0.49321184
60,move,crate2,-0.035975333,1.5431094,0.2498085,-0.015049065,0.028971707,6.8034515
62,move,crate3,-1.5372726,1.592741,0.24997318,0.007295262,0.015673172,14.711156
65,move,crate2,-0.040462114,1.5465102,0.24994579,-0.0024058328,-0.011870138,7.389122
66,move,crate3,-1.5392393,1.5968812,0.24979994,-0.009388859,0.033431448,15.217046
67,move,forklift,-0.34219232,-0.28724203,0.35785306,0.024667257,0.027298752,-0.1948065
68,move,forklift,-0.40383306,-0.33943853,0.37167895,0.024667257,0.027298752,-0.1948065
69,move,forklift,-0.799895,-0.6748172,0.31633294,0.024667257,0.027298752,-0.1948065
70,move,forklift,-1.0778166,-0.9101535,0.27755988,0.024667257,0.027298752,-0.1948065
71,move,forklift,-1.2678062,-1.0710324,0.25107592,0.024667257,0.027298752,-0.1948065
73,move,forklift,-1.3471347,-1.138214,0.2853753,0.024667257,0.027298752,-0.1948065
73,move,crate3,-1.5421178,1.6020154,0.24953419,-0.1177049,-0.021237843,15.831913
74,move,forklift,-1.5218993,-1.2861995,0.2608716,0.024667257,0.027298752,-0.1948065
77,move,crate2,-0.045809362,1.5519905,0.24979825,-0.037988435,4.565932E-4,7.914195
80,move,crate3,-1.5436584,1.6080786,0.24983972,-0.02096054,0.005433299,16.367836
84,move,crate3,-1.5467879,1.6145362,0.24983373,-0.0047744266,0.031248324,17.329487
84,move,crate2,-0.049877137,1.5574534,0.24997552,-0.009375043,-0.01174126,8.510009
85,move,forklift,-1.5684359,-1.3256104,0.33590716,0.024667257,0.027298752,-0.1948065
86,move,forklift,-1.6906826,-1.4291284,0.47136182,0.024667257,0.027298752,-0.1948065
88,move,forklift,-1.8627388,-1.5748336,0.4064433,0.024667257,0.027298752,-0.1948065
88,move,crate3,-1.5499926,1.6188018,0.24983595,-0.019074997,0.00520135,18.071587
89,move,forklift,-1.973696,-1.6687891,0.34894484,0.024667257,0.027298752,-0.1948065
89,move,crate2,-0.05333197,1.5602597,0.2498028,-0.026949257,0.015281513,9.059701
90,move,forklift,-2.0530846,-1.7360175,0.316827,0.024667257,0.027298752,-0.1948065
91,move,forklift,-2.1266067,-1.7982757,0.25233525,0.024667257,0.027298752,-0.1948065
95,move,crate3,-1.5519912,1.6224287,0.2499116,-0.008406687,-0.00115461,18.705935
96,move,crate2,-0.05581307,1.5631164,0.24996045,6.936491E-4,-0.0062689367,9.572874
102,move,crate3,-1.5526253,1.6255878,0.24984089,-0.0035718482,0.033058457,19.32644
102,move,crate2,-0.059231088,1.5666256,0.2499509,-0.0033820095,-0.0021564646,10.107401
105,move,crate3,-1.5550599,1.6285902,0.24988048,0.008898303,0.0076269913,19.851675
107,move,crate2,-0.062506504,1.5695738,0.24993832,-0.0018859967,-0.0120976465,10.684117
108,move,crate1,1.422809,1.501745,0.24948548,-0.009970795,-0.069116935,-0.013083666
110,move,crate3,-1.5568368,1.6319103,0.24984929,-0.008301608,0.028153071,20.390116
